Artist,Title,Air Time_x,Play,Year,Letter,First Word,Duration,Air Time_y
Ian Hunter,Once Bitten Twice Shy,2017-12-07 08:44:00,0,1975,O,Once,5,2016-12-10 04:36:00
Dire Straits,Once Upon A Time In The West,2017-12-07 08:55:00,0,1979,O,Once,6,2016-12-10 04:45:00
The Beatles,One After 909,2017-12-07 09:05:00,0,1970,O,One,3,2016-12-10 05:03:00
George Thorogood & The Destroyers,"One Bourbon, One Scotch, One Beer",2017-12-07 09:13:00,0,0,O,One,9,2016-12-10 05:28:00
Bob Marley & The Wailers,One Love / People Get Ready,2017-12-07 09:37:00,0,1977,O,One,3,2016-12-10 05:45:00
Three Dog Night,One Man Band,2017-12-07 09:44:00,0,1970,O,One,3,2016-12-10 05:48:00
Bob Dylan,One More Cup Of Coffee,2017-12-07 10:00:00,0,1976,O,One,4,2016-12-10 05:56:00
Bob Weir,One More Saturday Night,2017-12-07 10:09:00,0,1972,O,One,5,2016-12-10 06:09:00
Funkadelic,One Nation Under A Groove,2017-12-07 10:23:00,0,1978,O,One,7,2016-12-10 06:24:00
Pink Floyd,One Of These Days,2017-12-07 10:42:00,0,1971,O,One,5,2016-12-10 06:33:00
The Eagles,One Of These Nights,2017-12-07 10:47:00,0,1975,O,One,5,2016-12-10 06:43:00
Madness,One Step Beyond,2017-12-07 10:58:00,0,0,O,One,3,2016-12-10 06:54:00
Electric Light Orchestra,One Summer Dream,2017-12-07 11:01:00,0,1975,O,One,5,2016-12-10 07:01:00
Blondie,One Way Or Another,2017-12-07 11:18:00,0,0,O,One,4,2016-12-10 07:18:00
The Allman Brothers,One Way Out,2017-12-07 11:22:00,0,1972,O,One,5,2016-12-10 07:25:00
Neil Young,Only Love Can Break Your Heart,2017-12-07 11:38:00,0,1970,O,Only,4,2016-12-10 07:46:00
Dave Mason,Only You Know And I Know,2017-12-07 11:45:00,0,1970,O,Only,5,2016-12-10 08:08:00
Delaney & Bonnie & Friends,Only You Know And I Know,2017-12-07 11:50:00,0,0,O,Only,4,2016-12-10 08:12:00
Paul McCartney,Oo You,2017-12-07 11:56:00,0,1970,O,Oo,3,2016-12-10 08:21:00
Faces,Ooh La La,2017-12-07 12:03:00,0,1973,O,Ooh,4,2016-12-10 08:29:00
Gram Parsons,Ooh Las Vegas,2017-12-07 12:07:00,0,1974,O,Ooh,4,2016-12-10 08:33:00
Santana,Open Invitation,2017-12-07 12:17:00,0,1978,O,Open,4,2016-12-10 08:38:00
Jim Croce,Operator,2017-12-07 12:30:00,0,0,O,Operator,4,2016-12-10 08:46:00
The Band,Ophelia,2017-12-07 12:34:00,0,1975,O,Ophelia,3,2016-12-10 08:50:00
Neil Young,Out On The Weekend,2017-12-07 13:15:00,0,1972,O,Out,5,2016-12-10 10:04:00
Dickey Betts & Great Southern,Out To Get Me,2017-12-07 13:24:00,0,0,O,Out,5,2016-12-10 10:08:00
Fleetwood Mac,Over And Over,2017-12-07 13:35:00,0,1979,O,Over,5,2016-12-10 10:20:00
Joe Walsh,Over And Over,2017-12-07 13:40:00,0,1978,O,Over,5,2016-12-10 10:25:00
Fleetwood Mac,Over My Head,2017-12-07 13:45:00,0,1975,O,Over,5,2016-12-10 10:34:00
Led Zeppelin,Over The Hills And Far Away,2017-12-07 13:50:00,0,1973,O,Over,4,2016-12-10 10:37:00
Santana,Oye Como Va,2017-12-07 14:06:00,0,0,O,Oye,6,2016-12-10 11:00:00
New Riders Of The Purple Sage,Panama Red,2017-12-07 14:37:00,0,0,P,Panama,2,2016-12-10 11:30:00
David Bowie,Panic In Detroit,2017-12-07 14:48:00,0,1973,P,Panic,5,2016-12-10 11:35:00
The Temptations,Papa Was A Rolling Stone,2017-12-07 15:15:00,0,0,P,Papa,7,2016-12-10 11:50:00
John Prine,Paradise,2017-12-07 15:22:00,0,1971,P,Paradise,3,2016-12-10 12:19:00
Meatloaf,Paradise By The Dashboard Light,2017-12-07 15:25:00,0,1977,P,Paradise,11,2016-12-10 12:22:00
Black Sabbath,Paranoid,2017-12-07 15:36:00,0,1970,P,Paranoid,3,2016-12-10 12:32:00
John Cale,Paris 1919,2017-12-07 15:41:00,0,1973,P,Paris,4,2016-12-10 12:43:00
Dan Fogelberg,Part Of The Plan,2017-12-07 15:45:00,0,1974,P,Part,3,2016-12-10 12:57:00
The Heptones,Party Time,2017-12-07 15:51:00,0,1977,P,Party,5,2016-12-10 13:04:00
Graham Parker,Passion Is No Ordinary Word,2017-12-07 16:00:00,0,1979,P,Passion,5,2016-12-10 13:13:00
Stevie Wonder,Pastime Paradise,2017-12-07 16:05:00,0,1976,P,Pastime,6,2016-12-10 13:24:00
Chairmen Of The Board,Pay To The Piper,2017-12-07 16:16:00,0,1970,P,Pay,4,2016-12-10 13:32:00
The Doors,Peace Frog,2017-12-07 16:22:00,0,1970,P,Peace,3,2016-12-10 13:35:00
Cat Stevens,Peace Train,2017-12-07 16:31:00,0,1971,P,Peace,4,2016-12-10 13:49:00
The Eagles,"Peaceful, Easy Feeling",2017-12-07 16:35:00,0,1972,P,Peaceful,5,2016-12-10 13:56:00
Steely Dan,Peg,2017-12-07 16:49:00,0,1977,P,Peg,5,2016-12-10 14:23:00
The Meters,People Say,2017-12-07 17:02:00,0,0,P,People,7,2016-12-10 15:05:00
Lou Reed,Perfect Day,2017-12-07 17:11:00,0,1972,P,Perfect,5,2016-12-10 15:24:00
Yes,Perpetual Change,2017-12-07 17:16:00,0,1971,P,Perpetual,10,2016-12-10 15:46:00
Ringo Starr,Photograph,2017-12-07 18:00:00,0,1973,P,Photograph,4,2016-12-10 16:33:00
Peter Tosh,Pick Myself Up,2017-12-07 18:16:00,0,1978,P,Pick,4,2016-12-10 16:37:00
Average White Band,Pick Up The Pieces,2017-12-07 18:20:00,0,1974,P,Pick,4,2016-12-10 16:42:00
Nick Drake,Pink Moon,2017-12-07 18:57:00,0,1972,P,Pink,3,2016-12-10 17:44:00
B-52's,Planet Claire,2017-12-07 19:05:00,0,1979,P,Planet,5,2016-12-10 17:50:00
Jeff Beck,Play With Me,2017-12-07 19:14:00,0,1976,P,Play,4,2016-12-10 18:13:00
Grateful Dead,Playing In The Band,2017-12-07 19:22:00,0,0,P,Playing,4,2016-12-10 18:17:00
Neil Young,Pocohantas,2017-12-07 20:00:00,0,0,P,Pocohantas,3,2016-12-10 18:52:00
Phoebe Snow,Poetry Man,2017-12-07 20:12:00,0,0,P,Poetry,4,2016-12-10 18:55:00
Junior Murvin,Police And Thieves,2017-12-07 20:19:00,0,1977,P,Police,4,2016-12-10 19:29:00
The Clash,Police & Thieves,2017-12-07 20:23:00,0,1979,P,Police,8,2016-12-10 19:23:00
Randy Newman,Political Science,2017-12-07 20:34:00,0,1972,P,Political,2,2016-12-10 19:42:00
Wayne Shorter,Ponta De Areia,2017-12-07 20:36:00,0,1974,P,Ponta,7,2016-12-10 19:51:00
Jorge Ben,Ponta De Lanca Africano (umbabarauma),2017-12-07 20:43:00,0,0,P,Ponta,4,2016-12-10 19:56:00
Warren Zevon,Poor Poor Pitiful Me,2017-12-07 21:00:00,0,1976,P,Poor,3,2016-12-10 20:00:00
M,Pop Muzik,2017-12-07 21:03:00,0,0,P,Pop,4,2016-12-10 20:07:00
Bob Marley & The Wailers,Positive Vibration,2017-12-07 21:22:00,0,1976,P,Positive,3,2016-12-10 20:31:00
Neil Young,Powderfinger,2017-12-07 21:28:00,0,0,P,Powderfinger,8,2016-12-10 20:45:00
John Lennon,Power To The People,2017-12-07 21:45:00,0,1970,P,Power,3,2016-12-10 21:03:00
Robert Palmer,Pressure Drop,2017-12-07 22:15:00,0,1975,P,Pressure,5,2016-12-10 21:11:00
Toots & The Maytals,Pressure Drop,2017-12-07 22:20:00,0,1973,P,Pressure,4,2016-12-10 21:16:00
Jefferson Airplane,Pretty As You Feel,2017-12-07 22:27:00,0,1971,P,Pretty,6,2016-12-10 21:25:00
The Eagles,Pretty Maids All In A Row,2017-12-07 22:40:00,0,1976,P,Pretty,4,2016-12-10 21:46:00
Steely Dan,Pretzel Logic,2017-12-07 22:47:00,0,1974,P,Pretzel,6,2016-12-10 22:01:00
Ike & Tina Turner,Proud Mary,2017-12-07 23:18:00,0,0,P,Proud,6,2016-12-10 22:59:00
Bruce Springsteen,Prove It All Night,2017-12-07 23:29:00,0,1978,P,Prove,5,2016-12-10 23:03:00
The Temptations,Psychedelic Shack,2017-12-07 23:34:00,0,0,P,Psychedelic,6,2016-12-10 23:07:00
Public Image Ltd.,Public Image,2017-12-07 23:48:00,0,1979,P,Public,4,2016-12-10 23:15:00
Elvis Costello,Pump It Up,2017-12-07 23:57:00,0,0,P,Pump,3,2016-12-10 23:26:00
Pete Townshend,Pure And Easy,2017-12-08 00:21:00,0,1972,P,Pure,7,2016-12-10 23:41:00
Gregg Allman,Queen Of Hearts,2017-12-08 01:06:00,0,1973,Q,Queen,6,2016-12-11 00:34:00
The Moody Blues,Question,2017-12-08 01:17:00,0,1970,Q,Question,5,2016-12-11 00:41:00
Bruce Springsteen,Racing In The Streets,2017-12-08 01:26:00,0,1978,R,Racing,9,2016-12-11 01:00:00
Golden Earring,Radar Love,2017-12-08 01:35:00,0,1973,R,Radar,6,2016-12-11 01:07:00
Elvis Costello,"Radio, Radio",2017-12-08 01:48:00,0,0,R,Radio,4,2016-12-11 01:38:00
Sea Level,Rain In Spain,2017-12-08 01:52:00,0,0,R,Rain,6,2016-12-11 02:02:00
Joni Mitchell,Raised On Robbery,2017-12-08 02:05:00,0,1974,R,Raised,6,2016-12-11 02:37:00
The Allman Brothers,Ramblin' Man,2017-12-08 02:18:00,0,1973,R,Ramblin',5,2016-12-11 02:48:00
Sugarhill Gang,Rapper's Delight,2017-12-08 02:38:00,0,0,R,Rapper's,7,2016-12-11 03:20:00
Todd Rundgren,Real Man,2017-12-08 03:30:00,0,1975,R,Real,5,2016-12-11 04:13:00
Bob Marley & The Wailers,Rebel Music,2017-12-08 03:44:00,0,1974,R,Rebel,7,2016-12-11 04:28:00
David Bowie,Rebel Rebel,2017-12-08 03:51:00,0,1974,R,Rebel,4,2016-12-11 04:35:00
Freddie King,Reconsider Baby,2017-12-08 04:03:00,0,1972,R,Reconsider,5,2016-12-11 04:49:00
King Crimson,Red,2017-12-08 04:08:00,0,1974,R,Red,6,2016-12-11 04:53:00
Little Feat,Red Streamliner,2017-12-08 04:31:00,0,1977,R,Red,5,2016-12-11 05:21:00
Patti Smith,Redondo Beach,2017-12-08 04:39:00,0,1975,R,Redondo,3,2016-12-11 05:37:00
Chuck Berry,Reelin' & Rockin',2017-12-08 04:42:00,0,1972,R,Reelin',7,2016-12-11 05:41:00
Steely Dan,Reelin' In The Years,2017-12-08 04:49:00,0,1972,R,Reelin',5,2016-12-11 05:44:00
Marmalade,Reflections Of My Life,2017-12-08 04:54:00,0,0,R,Reflections,4,2016-12-11 05:55:00
Joni Mitchell,Refuge Of The Roads,2017-12-08 05:00:00,0,1976,R,Refuge,6,2016-12-11 06:07:00
Tom Petty & The Heartbreakers,Refugee,2017-12-08 05:06:00,0,1979,R,Refugee,5,2016-12-11 06:15:00
Johnny Nash,Reggae On Broadway,2017-12-08 05:11:00,0,0,R,Reggae,4,2016-12-11 06:24:00
The Staple Singers,Respect Yourself,2017-12-08 06:01:00,0,1972,R,Respect,5,2016-12-11 07:12:00
The Rolling Stones,Respectable,2017-12-08 06:06:00,0,1978,R,Respectable,5,2016-12-11 07:17:00
Gram Parsons,Return Of The Grievous Angel,2017-12-08 06:14:00,0,1974,R,Return,8,2016-12-11 07:33:00
The Allman Brothers,Revival,2017-12-08 06:43:00,0,1970,R,Revival,4,2016-12-11 07:52:00
Neil Young,Revolution Blues,2017-12-08 06:47:00,0,1974,R,Revolution,8,2016-12-11 08:22:00
Fleetwood Mac,Rhiannon,2017-12-08 07:01:00,0,1975,R,Rhiannon,4,2016-12-11 08:33:00
Jesse Winchester,Rhumba Man,2017-12-08 07:10:00,0,0,R,Rhumba,4,2016-12-11 08:37:00
Hall & Oates,Rich Girl,2017-12-08 07:14:00,0,1976,R,Rich,2,2016-12-11 08:45:00
T Rex,Ride A White Swan,2017-12-08 07:16:00,0,0,R,Ride,5,2016-12-11 08:51:00
Jefferson Starship,Ride The Tiger,2017-12-08 07:40:00,0,1974,R,Ride,5,2016-12-11 09:01:00
The Doors,Riders On The Storm,2017-12-08 07:45:00,0,1971,R,Riders,9,2016-12-11 09:07:00
Jesse Colin Young,Ridgetop,2017-12-08 07:54:00,0,1973,R,Ridgetop,8,2016-12-11 09:16:00
Gerry Rafferty,Right Down The Line,2017-12-08 08:16:00,0,1978,R,Right,7,2016-12-11 09:41:00
Dr. John,Right Place Wrong Time,2017-12-08 08:46:00,0,1973,R,Right,3,2016-12-11 10:07:00
Steely Dan,Rikki Don't Lose That Number,2017-12-08 09:04:00,0,1974,R,Rikki,4,2016-12-11 10:21:00
Anita Ward,Ring My Bell,2017-12-08 09:08:00,0,1979,R,Ring,5,2016-12-11 10:25:00
Grateful Dead,Ripple,2017-12-08 09:19:00,0,1970,R,Ripple,5,2016-12-11 10:41:00
The Melodians,Rivers of Babylon,2017-12-08 09:39:00,0,0,R,Rivers,4,2016-12-11 11:04:00
The Doors,Roadhouse Blues,2017-12-08 09:43:00,0,1970,R,Roadhouse,4,2016-12-11 11:25:00
The Modern Lovers,Roadrunner,2017-12-08 09:47:00,0,0,R,Roadrunner,5,2016-12-11 11:32:00
Al Stewart,Roads To Moscow,2017-12-08 09:52:00,0,1973,R,Roads,8,2016-12-11 11:38:00
Genesis,"Robbery, Assault & Battery",2017-12-08 10:00:00,0,1976,R,Robbery,7,2016-12-11 11:53:00
The Velvet Underground,Rock & Roll,2017-12-08 10:14:00,0,1970,R,Rock,5,2016-12-11 12:00:00
Kiss,Rock & Roll All Nite,2017-12-08 10:19:00,0,1975,R,Rock,4,2016-12-11 12:04:00
Led Zeppelin,Rock And Roll,2017-12-08 10:39:00,0,1971,R,Rock,3,2016-12-11 12:13:00
Little Feat,Rock And Roll Doctor,2017-12-08 10:42:00,0,1979,R,Rock,5,2016-12-11 12:21:00
Traffic,Rock And Roll Stew,2017-12-08 10:55:00,0,1971,R,Rock,4,2016-12-11 12:32:00
Rick Derringer,"Rock and Roll, Hoochie Koo",2017-12-08 11:03:00,0,1974,R,Rock,3,2016-12-11 12:26:00
B-52's,Rock Lobster,2017-12-08 11:22:00,0,1979,R,Rock,8,2016-12-11 12:43:00
Muddy Waters,Rock Me,2017-12-08 11:30:00,0,1978,R,Rock,4,2016-12-11 12:50:00
Jackson Browne,Rock Me On The Water,2017-12-08 11:41:00,0,1972,R,Rock,5,2016-12-11 12:56:00
Boston,Rock N Roll Band,2017-12-08 11:50:00,0,1976,R,Rock,3,2016-12-11 13:00:00
David Essex,Rock On,2017-12-08 11:53:00,0,0,R,Rock,3,2016-12-11 13:14:00
T Rex,Rock On,2017-12-08 11:56:00,0,1971,R,Rock,4,2016-12-11 13:17:00
Aretha Franklin,Rock Steady,2017-12-08 12:53:00,0,0,R,Rock,3,2016-12-11 13:25:00
Hues Corporation,Rock The Boat,2017-12-08 12:56:00,0,1973,R,Rock,4,2016-12-11 13:28:00
Electric Light Orchestra,Rockaria!,2017-12-08 13:13:00,0,1976,R,Rockaria,3,2016-12-11 13:43:00
The Ramones,Rockaway Beach,2017-12-08 13:16:00,0,1977,R,Rockaway,2,2016-12-11 13:46:00
Little Feat,Rocket In My Pocket,2017-12-08 13:25:00,0,1977,R,Rocket,3,2016-12-11 13:52:00
Elton John,Rocket Man,2017-12-08 13:28:00,0,1972,R,Rocket,5,2016-12-11 13:55:00
Tom Petty & The Heartbreakers,Rockin' Around (With You),2017-12-08 13:37:00,0,1976,R,Rockin',3,2016-12-11 14:00:00
The Rolling Stones,Rocks Off,2017-12-08 13:44:00,0,1972,R,Rocks,5,2016-12-11 14:13:00
John Denver,Rocky Mountain High,2017-12-08 13:49:00,0,1973,R,Rocky,6,2016-12-11 14:18:00
Joe Walsh,Rocky Mountain Way,2017-12-08 13:55:00,0,1973,R,Rocky,5,2016-12-11 14:23:00
Warren Zevon,Roland The Headless Thompson Gunner,2017-12-08 14:00:00,0,1978,R,Roland,4,2016-12-11 14:31:00
Neil Young,Roll Another Number (For The Road),2017-12-08 14:04:00,0,1975,R,Roll,4,2016-12-11 14:36:00
Leon Russell,Roll Away The Stone,2017-12-08 14:08:00,0,0,R,Roll,3,2016-12-11 14:39:00
Mott The Hoople,Roll Away The Stone,2017-12-08 14:11:00,0,1974,R,Roll,4,2016-12-11 14:42:00
Electric Light Orchestra,Roll Over Beethoven,2017-12-08 14:27:00,0,1973,R,Roll,9,2016-12-11 14:52:00
Little Feat,Roll Um Easy,2017-12-08 14:36:00,0,1973,R,Roll,2,2016-12-11 15:02:00
Steve Forbert,Romeo's Tune,2017-12-08 14:59:00,0,0,R,Romeo's,3,2016-12-11 15:47:00
Bob Marley & The Wailers,"Roots, Rock, Reggae",2017-12-08 15:02:00,0,1976,R,Roots,4,2016-12-11 15:56:00
Bruce Springsteen,Rosalita,2017-12-08 15:12:00,0,1973,R,Rosalita,7,2016-12-11 16:00:00
Jackson Browne,Rosie,2017-12-08 15:19:00,0,1977,R,Rosie,5,2016-12-11 16:16:00
Yes,Roundabout,2017-12-08 15:24:00,0,1971,R,Roundabout,8,2016-12-11 16:48:00
The Police,Roxanne,2017-12-08 15:40:00,0,1978,R,Roxanne,3,2016-12-11 16:57:00
The Spinners,Rubberband Man,2017-12-08 15:52:00,0,0,R,Rubberband,9,2016-12-11 17:05:00
The Clash,Rudie Can't Fail,2017-12-08 16:07:00,0,0,,Rudie,1,2016-12-11 17:30:00
The Clash,Rudie Can't Fail,2017-12-08 16:08:00,1,0,,Rudie,3,2016-12-11 17:30:00
Creedence Clearwater Revival,Run Through The Jungle,2017-12-08 16:38:00,0,1970,R,Run,3,2016-12-11 18:04:00
Jackson Browne,Running On Empty,2017-12-08 17:17:00,0,1977,R,Running,5,2016-12-11 18:29:00
Abba,S.O.S.,2017-12-08 17:22:00,0,0,S,S,3,2016-12-11 18:49:00
Dave Mason,Sad And Deep As You,2017-12-08 17:35:00,0,1970,S,Sad,3,2016-12-11 18:55:00
The Clash,Safe European Home,2017-12-08 17:56:00,0,1978,S,Safe,4,2016-12-11 18:59:00
Randy Newman,Sail Away,2017-12-08 18:00:00,0,1972,S,Sail,3,2016-12-11 19:21:00
The Beach Boys,"Sail On, Sailor",2017-12-08 18:07:00,0,1973,S,Sail,5,2016-12-11 19:25:00
Little Feat,Sailin' Shoes,2017-12-08 18:12:00,0,1972,S,Sailin',2,2016-12-11 19:28:00
Robert Palmer,Sailing Shoes/Hey Julia/Sneakin' Sally Through The Alley,2017-12-08 18:14:00,0,1974,S,Sailing,11,2016-12-11 19:31:00
Lou Reed,Sally Can't Dance,2017-12-08 18:32:00,0,1974,S,Sally,4,2016-12-11 19:51:00
John Prine,Sam Stone,2017-12-08 18:36:00,0,1971,S,Sam,5,2016-12-11 20:00:00
Joni Mitchell,Same Situation,2017-12-08 18:46:00,0,1974,S,Same,3,2016-12-11 20:04:00
Grateful Dead,Samson & Delilah,2017-12-08 18:49:00,0,0,S,Samson,5,2016-12-11 20:14:00
Tom Waits,San Diego Serenade,2017-12-08 19:00:00,0,1974,S,San,3,2016-12-11 20:17:00
Bob Dylan,Sara,2017-12-08 19:23:00,0,1976,S,Sara,5,2016-12-11 20:34:00
Fleetwood Mac,Sara,2017-12-08 19:28:00,0,1979,S,Sara,5,2016-12-11 20:39:00
Lou Reed,Satellite Of Love,2017-12-08 19:36:00,0,1972,S,Satellite,4,2016-12-11 20:45:00
Billy Joel,Say Goodbye To Hollywood,2017-12-08 20:10:00,0,1976,S,Say,4,2016-12-11 21:39:00
Fleetwood Mac,Say You Love Me,2017-12-08 20:14:00,0,1975,S,Say,5,2016-12-11 22:16:00
Grateful Dead,Scarlet Begonias,2017-12-08 20:19:00,0,1974,S,Scarlet,4,2016-12-11 22:31:00
Stanley Clarke,School Days,2017-12-08 20:41:00,0,1976,S,School,11,2016-12-11 22:47:00
Alice Cooper,School's Out,2017-12-08 20:52:00,0,1972,S,School's,3,2016-12-11 22:56:00
Dennis Coffey,Scorpio,2017-12-08 21:07:00,0,1971,S,Scorpio,4,2016-12-11 23:00:00
Fleetwood Mac,Second Hand News,2017-12-08 21:27:00,0,1977,S,Second,3,2016-12-11 23:40:00
Devo,Secret Agent Man,2017-12-08 21:30:00,0,1979,S,Secret,3,2016-12-11 23:43:00
James Taylor,Secret O'Life,2017-12-08 21:33:00,0,1977,S,Secret,7,2016-12-11 23:56:00
Television,See No Evil,2017-12-08 21:40:00,0,1977,S,See,3,2016-12-12 00:19:00
Crosby Stills & Nash,See The Changes,2017-12-08 21:43:00,0,1977,S,See,3,2016-12-12 00:26:00
Grin,See What Love,2017-12-08 21:52:00,0,0,S,See,5,2016-12-12 00:33:00
J. J. Cale,Sensitive Kind,2017-12-08 22:06:00,0,1979,S,Sensitive,5,2016-12-12 01:00:00
Bob Welch,Sentimental Lady,2017-12-08 22:11:00,0,1977,S,Sentimental,2,2016-12-12 01:06:00
Earth Wind & Fire,September,2017-12-08 22:19:00,0,0,S,September,4,2016-12-12 01:09:00
Big Star,September Gurls,2017-12-08 22:23:00,0,0,S,September,2,2016-12-12 01:12:00
Earth Wind & Fire,Serpentine Fire,2017-12-08 22:34:00,0,0,S,Serpentine,4,2016-12-12 01:19:00
Ron Wood,Seven Days,2017-12-08 22:42:00,0,0,S,Seven,4,2016-12-12 01:38:00
Ian Dury & The Blockheads,Sex & Drugs & Rock & Roll,2017-12-08 22:50:00,0,0,S,Sex,3,2016-12-12 01:53:00
Crosby Stills & Nash,Shadow Captain,2017-12-08 23:00:00,0,1977,S,Shadow,4,2016-12-12 02:28:00
Flamin' Groovies,Shake Some Action,2017-12-08 23:18:00,0,1976,S,Shake,6,2016-12-12 03:20:00
Grateful Dead,Shakedown Street,2017-12-08 23:33:00,0,1978,S,Shakedown,5,2016-12-12 03:37:00
The Temptations,Shakey Ground,2017-12-08 23:38:00,0,0,S,Shakey,4,2016-12-12 03:34:00
The Who,Shakin' All Over,2017-12-08 23:42:00,0,0,S,Shakin',4,2016-12-12 03:42:00
David Bromberg,Sharon,2017-12-09 00:07:00,0,1972,S,Sharon,7,2016-12-12 04:12:00
The Rolling Stones,Shattered,2017-12-09 00:14:00,0,1978,S,Shattered,4,2016-12-12 04:19:00
Gram Parsons,She,2017-12-09 00:18:00,0,1973,S,She,5,2016-12-12 04:23:00
Roxy Music,She Sells,2017-12-09 00:37:00,0,1975,S,She,3,2016-12-12 05:08:00
Hall & Oates,She's Gone,2017-12-09 00:51:00,0,1973,S,She's,5,2016-12-12 06:19:00
The 8th Day,She's Not Just Another Woman,2017-12-09 01:13:00,0,1971,S,She's,3,2016-12-12 06:53:00
Bruce Springsteen,She's The One,2017-12-09 01:28:00,0,1975,S,She's,5,2016-12-12 07:03:00
The Ramones,Sheena Is A Punk Rocker,2017-12-09 01:33:00,0,1977,S,Sheena,2,2016-12-12 05:40:00
Bob Dylan,Shelter From The Storm,2017-12-09 01:51:00,0,1975,S,Shelter,5,2016-12-12 05:43:00
The Rolling Stones,Shine A Light,2017-12-09 01:56:00,0,1972,S,Shine,4,2016-12-12 07:21:00
Humble Pie,Shine On,2017-12-09 02:00:00,0,0,S,Shine,3,2016-12-12 07:29:00
Pink Floyd,Shine On You Crazy Diamond (part 1),2017-12-09 02:07:00,0,1975,S,Shine,13,2016-12-12 07:34:00
Grand Funk Railroad,Shinin' On,2017-12-09 02:23:00,0,0,S,Shinin',9,2016-12-12 07:50:00
Earth Wind & Fire,Shining Star,2017-12-09 02:32:00,0,1975,S,Shining,3,2016-12-12 07:56:00
Grateful Dead,Ship Of Fools,2017-12-09 02:38:00,0,1974,S,Ship,5,2016-12-12 08:03:00
Traffic,Shootout At The Fantasy Factory,2017-12-09 03:00:00,0,1973,S,Shootout,6,2016-12-12 08:38:00
Al Wilson,Show And Tell,2017-12-09 03:19:00,0,0,S,Show,3,2016-12-12 09:18:00
Electric Light Orchestra,Showdown,2017-12-09 03:33:00,0,0,S,Showdown,4,2016-12-12 09:26:00
Yes,Siberian Khatru,2017-12-09 03:41:00,0,1972,S,Siberian,10,2016-12-12 09:37:00
Stevie Wonder,"Signed, Sealed, Delivered I'm Yours",2017-12-09 04:07:00,0,1970,S,Signed,2,2016-12-12 10:04:00
Five Man Electrical Band,Signs,2017-12-09 04:09:00,0,0,S,Signs,5,2016-12-12 10:06:00
Bob Dylan,Simple Twist Of Fate,2017-12-09 04:46:00,0,1975,S,Simple,6,2016-12-12 10:33:00
Earth Wind & Fire,Sing A Song,2017-12-09 05:07:00,0,1975,S,Sing,5,2016-12-12 10:46:00
Stevie Wonder,Sir Duke,2017-12-09 05:26:00,0,1976,S,Sir,7,2016-12-12 11:04:00
Jimmy Cliff,Sitting In Limbo,2017-12-09 05:50:00,0,0,S,Sitting,7,2016-12-12 11:38:00
Elton John,Sixty Years On,2017-12-09 06:00:00,0,1970,S,Sixty,5,2016-12-12 12:00:00
Jethro Tull,Skating Away On The Thin Ice Of The New Day,2017-12-09 06:05:00,0,0,S,Skating,4,2016-12-12 12:11:00
Little Feat,Skin It Back,2017-12-09 06:14:00,0,1979,S,Skin,4,2016-12-12 12:16:00
Ohio Players,Skin Tight,2017-12-09 06:18:00,0,1974,S,Skin,8,2016-12-12 12:20:00
The Who,Slip Kid,2017-12-09 06:42:00,0,1975,S,Slip,4,2016-12-12 13:15:00
War,Slippin' Into Darkness,2017-12-09 06:50:00,0,1971,S,Slippin',6,2016-12-12 13:28:00
Bob Dylan,Slow Train Coming,2017-12-09 07:11:00,0,1979,S,Slow,6,2016-12-12 13:42:00
Ry Cooder,Smack Dab In The Middle,2017-12-09 07:22:00,0,1976,S,Smack,3,2016-12-12 13:52:00
Carole King,Smackwater Jack,2017-12-09 07:25:00,0,1971,S,Smackwater,4,2016-12-12 13:56:00
The Undisputed Truth,Smiling Faces Sometimes,2017-12-09 07:55:00,0,1971,S,Smiling,4,2016-12-12 14:12:00
Carole King,So Far Away,2017-12-09 08:20:00,0,1971,S,So,3,2016-12-12 14:51:00
Electric Light Orchestra,So Fine,2017-12-09 08:23:00,0,1976,S,So,4,2016-12-12 15:00:00
Dave Mason,So High (Rock Me Baby And Roll Me Away),2017-12-09 08:27:00,0,1977,S,So,6,2016-12-12 15:04:00
Nick Lowe,So It Goes,2017-12-09 08:38:00,0,1978,S,So,2,2016-12-12 15:10:00
The Police,So Lonely,2017-12-09 08:40:00,0,1978,S,So,6,2016-12-12 15:12:00
Bob Marley & The Wailers,So Much Things To Say,2017-12-09 08:49:00,0,1977,S,So,4,2016-12-12 15:27:00
Patti Smith,So You Want To Be A Rock And Roll Star,2017-12-09 08:57:00,0,0,S,So,5,2016-12-12 15:53:00
Al Green,So You're Leaving,2017-12-09 09:02:00,0,1972,S,So,3,2016-12-12 16:00:00
John Martyn,Solid Air,2017-12-09 09:14:00,0,0,S,Solid,6,2016-12-12 16:22:00
Peter Gabriel,Solsbury Hill,2017-12-09 09:20:00,0,1977,S,Solsbury,6,2016-12-12 16:46:00
Grand Funk Railroad,Some Kind Of Wonderful,2017-12-09 09:26:00,0,1974,S,Some,4,2016-12-12 17:06:00
Queen,Somebody To Love,2017-12-09 10:00:00,0,1976,S,Somebody,5,2016-12-12 17:22:00
